Product Name,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin	Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added",Category
"Great Value Classic Roast Ground Coffee Pods, 0.31 oz, 12 Count",78742373553,,,340 GRM,4.47,2.5,0.0,77.5,300.0,300.0,5.0,50.0,1.75,,,750.0,25.0,,,,,,,,,,,,65.0,0.0,0.0,,,0.0,Coffee Pods
"Starbucks Iced Espresso Caramel Macchiato Premium Iced Coffee Drink, 40 oz Bottle",48500201299,240.0,ml,8 fl oz,5.98,2.5,1.25,7.92,54.0,54.0,0.0,83.0,0.0,,,267.0,46.0,,,,,,0.0,,,,,,7.08,0.0,1.04,,,,Iced Coffee
"BODYARMOR LYTE Sports Drink, Peach Mango, 12 Fl. Oz., 8 count",858176002799,355.0,ml,16 fl oz/473 mL,6.98,0.0,0.0,4.23,8.0,8.0,,,,14.0,,148.0,8.0,2.22,1060.0,,,,12.7,,8.46,,,,1.27,,,0.846,2.54,,Sports Drink
"BOOST Original, Nutritional Drink, Rich Chocolate, 10g Protein, 24 - 8 fl oz Bottles",41679675014,237.0,ml,,33.38,4.22,1.69,17.3,101.0,101.0,1.3,127.0,1.9,42.0,127.0,245.0,63.0,1.9,,5.7,,,25.3,,1.69,16.9,42.0,1.6,8.44,,0.422,0.295,0.89,,Nutritional Drink
"Starbucks Frappuccino Mocha Chilled Coffee Drink, 9.5 oz Glass Bottles, 12 count",12000100826,,,,21.98,2.11,1.05,11.6,63.0,63.0,0.0,70.0,0.0,,,,33.0,,0.0,,,,0.0,,,,,,10.9,0.0,0.7,,,,Chilled Coffee Drink
"Starbucks K-Cup Coffee Pods, Pumpkin Spice Naturally Flavored Coffee for Keurig Brewers, 100% Arabica, Limited Edition, 1 Box (22 Pods)",762111372321,,,3.31 oz/94 g,15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1950.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Coffee Pods
"Propel Powder Packets with Electrolytes, Vitamins and No Sugar, Kiwi Strawberry, 0.08 oz, 10 Packets",52000010886,2.4,g,102 g,3.48,0.0,0.0,70.6,294.0,294.0,,,,,,2180.0,3820.0,,,,,,,,,,,,70.6,,,,,70.6,Electrolyte Powder
"Nestle Abuelita Authentic Mexican Hot Chocolate Granulated Mix, 11.287 oz, Resealable Bag",28000299781,20.0,g,,3.98,3.0,15.0,75.0,,,4.0,100.0,1.8,,,0.0,850.0,,11.0,,,,0.0,,,,,,60.0,0.25,10.0,,,,Hot Chocolate Mix
"Muscle Milk Genuine Protein Shake Strawberries 'n Crme, 11 fl oz Carton, 4 Pk",180530000890,330.0,ml,4.94 LB/2.24 kg,7.98,45.7,12.9,30.0,400.0,400.0,1.4,843.0,0.57,300.0,629.0,400.0,200.0,,18300.0,,400.0,,45.7,,,,,,4.29,0.0,4.29,,,1.4,Protein Shake
"Peet's Coffee Major Dickason's Blend Ground Coffee, Premium Dark Roast, 100% Arabica, 10.5 oz",785357023505,,,10 OZ/284 G,9.98,9.09,0.0,9.09,45.0,45.0,9.1,,,,,1690.0,409.0,,,,,,,,,,,,0.0,,,45.5,2180.0,,Ground Coffee
"Starbucks Iced Espresso Vanilla Latte Iced Coffee Drink, 40 oz Bottle",48500201312,240.0,ml,,5.98,1.75,1.01,2.81,27.0,27.0,0.0,66.0,0.02,20.0,54.0,102.0,23.0,0.23,,0.02,,,0.1,,0.964,0.1,0.0,9.8,2.51,,0.587,0.032,0.28,,Iced Coffee
"Great Value Sugar-Free Energy Acai Blueberry Drink Mix, 0.88 oz, 10 Count",78742073606,1.25,g,,2.42,0.25,0.08,0.7,4.0,4.0,0.0,13.0,0.02,3.0,0.0,3.0,68.0,0.0,,0.0,,,0.0,,8.42,0.0,0.0,0.0,0.0,,0.0,1.41,2.24,,Energy Drink Mix
"BODYARMOR Sports Drink, Orange Mango, 12 Fl. Oz., 8 count",858176002812,355.0,ml,12 fl oz,6.98,0.0,0.0,12.8,47.0,47.0,,,,,,,17.0,,,,,,,,,,,,12.8,,,,,12.8,Sports Drink
"Starbucks Arabica Beans Espresso Roast, Dark Roast, Ground Coffee, 18 oz",762111464187,,,24 oz/1.5 lbs/680 g,12.48,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Starbucks Arabica Beans Espresso Roast, Dark Roast, Whole Bean Coffee, 18 oz",762111287823,,,12 OZ/340 G,12.48,0.0,0.0,4.76,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Eight O'Clock The Original Medium Roast Whole Bean Coffee, 32 Oz, Bag",11141101129,,,45 oz/1.28 kg,14.54,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Tang Drink Powder, Orange, Vitamin C, Caffeine Free, 20 oz Jar",43000032275,,,,3.64,0.0,0.07,12.3,49.0,49.0,0.0,5.0,0.04,2.0,1.0,18.0,3.0,0.02,8.0,0.02,0.0,,57.3,,0.011,0.0,0.0,0.5,11.0,0.0,0.002,0.0,0.0,,Drink Powder
"McCafe Premium Roast Medium Coffee K-Cup Pods, Caffeinated, 48 ct - 16.6 oz Box",43000080351,,,0.34 oz,27.97,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Classic Roast Ground Coffee, Medium Roast Coffee, 25.9 Ounce Canister",25500304076,,,10 OZ/284 G,9.97,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Eight O'Clock 100% Colombian Peaks Medium Roast Whole Bean Coffee, 30 Oz, Bag",11141102577,,,40 oz,14.54,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Kool-Aid Unsweetened Grape Artificially Flavored Powdered Drink Mix, 0.14 oz. Packet",43000955635,,,,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,1670.0,,,,,,1000.0,,,,,,,,,,,,Drink Mix
"Folgers Classic Roast Ground Coffee, 40.3-Ounce",25500304199,,,,13.24,15.2,10.3,22.2,,,1.3,55.0,2.64,23.0,200.0,224.0,653.0,2.27,,,,,,,4.34,,,40.1,3.84,0.389,3.4,0.215,0.96,,Ground Coffee
"Kool-Aid Unsweetened Tropical Punch Artificially Flavored Powdered Drink Mix, 0.16 oz. Packet",43000955437,,,,0.3,0.0,0.0,10.8,42.0,42.0,,,,,,,8.0,,,,,,16.7,,,,,,10.6,,,,,,Drink Mix
"The Original Donut Shop, Regular Medium Roast K-Cup Coffee Pods, 24 Count",834259007059,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Classic Roast Ground Coffee, Medium Roast, 9.6-Ounce",25500304014,,,10 OZ/284 G,4.92,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Great Value Sugar-Free Pink Lemonade Drink Mix, 0.14 oz, 10 Count",78742077529,2.0,g,3.2 OZ/90 g,2.24,0.0,0.0,100.0,333.0,333.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Drink Mix
"Green Mountain Coffee Hazelnut Flavored K-Cup Pods, Light Roast, 24 Count for Keurig Brewers",99555067927,,,0.31 oz,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,2060.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Cinnabon Classic Cinnamon Roll Flavored K-Cup Coffee Pods, Light Roast, 24 Count for Keurig Brewers",99555063059,,,,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
Folgers 9.6 Ounce French Vanilla Roast & Ground Coffee,25500981819,,,1.62 fl oz/48 mL,6.24,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee
"Great Value Sugar-Free Orange Early Rise Drink Mix, 0.14 oz, 10 Ct",78742271910,2.0,g,2.82 oz/80 g,2.24,0.0,0.0,0.0,250.0,250.0,,5000.0,,,,,0.0,,,,,,3000.0,,,,,,0.0,,,,,,Drink Mix
"Folgers Classic Roast Instant Coffee, Single Serve Packets",25500201887,,,1.4 oz/40 g,1.0,0.0,0.0,50.0,250.0,250.0,,,,,,,250.0,,,,,,,,,,,,50.0,,,,,,Instant Coffee
"Great Value Medium Roast Cinnamon Vanilla Ground Coffee Pods, 12 Count",78742373591,,,7.62 oz/216 g,4.63,8.33,4.17,0.0,42.0,42.0,,,,,,1550.0,375.0,,,,,,,,,,,,,,4.17,41.7,2000.0,,Coffee Pods
"Folgers Half Caff Ground Coffee, Medium Roast, 22.6-Ounce",25500304441,,,10 OZ/284 G,9.98,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Folgers Classic Roast K-Cup Pods, Medium Roast Coffee, 60 Count",25500204246,,,0.34 oz,27.98,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Classic Decaf Ground Coffee, Medium Roast, 25.9-Ounce",25500304106,,,24 oz/1.5 lbs/680 g,13.47,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"McCafe, Classic French Toast Light Roast K-Cup Coffee Pods, 24 Count",611247392331,,,,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers Coffee Singles Classic Roast Coffee Bags, 38 Count",25500811239,,,,9.72,0.12,0.02,0.0,1.0,1.0,0.0,2.0,0.01,3.0,3.0,49.0,2.0,0.02,,0.01,,,0.0,,0.191,0.1,0.0,2.6,0.0,,0.002,0.001,0.0,,Coffee Bags
"Starbucks Arabica Beans Pike Place Roast, Medium Roast, Whole Bean Coffee, 28 oz",762111258434,,,30 OZ/850 g,18.98,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Folgers Breakfast Blend Ground Coffee, Smooth & Mild Coffee, 22.6 Ounce Canister",25500304403,,,,9.98,0.3,0.0,0.17,2.0,2.0,0.0,2.0,0.02,4.0,3.0,50.0,1.0,0.02,0.0,0.0,0.0,,0.0,,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ground Coffee
"McCafe Premium Roast Medium Coffee K-Cup Pods, Caffeinated, 24 ct - 8.3 oz Box",43000080375,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Maxwell House Original Roast Ground Coffee, 30.6 oz. Canister",43000046487,,,,8.98,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
"Folgers Classic Roast K-Cup Pods, Medium Roast Coffee, 24 Count",25500774565,,,0.34 oz,13.26,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Maxwell House Original Roast Ground Coffee, 11.5 oz. Canister",43000029220,,,,4.48,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
Folgers 9.6 Ounce Toasty Hazelnut Roast & Ground Coffee,25500110370,,,,6.24,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee
"Green Mountain Coffee Nantucket Blend K-Cup Pods, Medium Roast, 24 Count for Keurig Brewers",99555066630,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Maxwell House International French Vanilla Cafe Beverage Mix, 8.4 oz. Canister",43000003336,,,,3.38,0.0,23.1,61.5,462.0,462.0,,,,,,,692.0,,,,,,,,,,,,38.5,0.0,19.2,,,,Beverage Mix
"Folgers Colombian Coffee, Medium Roast Ground Coffee, 9.6 Ounce Canister",25500304328,,,40 oz,6.24,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"McCafe Colombian Ground Coffee, Caffeinated, 30 oz Can",43000071533,,,,12.98,1.98,1.38,12.6,71.0,71.0,0.0,74.0,0.04,9.0,59.0,175.0,26.0,0.26,,0.01,,,0.0,,1.32,0.1,0.0,0.0,10.7,,0.0,0.0,0.51,,Ground Coffee
"Maxwell House Original Roast Ground Coffee K-Cup Pods, Caffeinated, 24 ct - 8.3 oz Box",43000080436,,,,11.28,11.1,0.0,11.1,111.0,111.0,,,,,,1560.0,500.0,,,,,17.0,100.0,,,,,,,,,,,,Coffee Pods
"Folgers Classic Roast Instant Coffee Crystals, 12 Ounce Easy-Open Flip-Top Jar",25500000800,,,,9.48,12.2,0.5,75.4,353.0,353.0,0.0,141.0,4.41,327.0,303.0,3540.0,37.0,0.35,,0.0,,,0.0,,28.2,1.9,0.0,102.0,0.0,,0.197,0.029,0.0,,Instant Coffee
"Maxwell House International Cafe Vienna Cafe Style Beverage Mix, 9 oz. Canister",43000004883,,,,3.38,0.0,23.1,61.5,462.0,462.0,,,,,,,692.0,,,,,,,,,,,,38.5,0.0,19.2,,,,Beverage Mix
"Starbucks Pumpkin Spice Naturally Flavored Cold Brew Coffee Concentrate, 32 Fl Oz",762111470201,,,31 fl oz/1.93 PT/917 mL,9.48,0.56,0.0,1.67,8.0,8.0,,,0.56,,,172.0,3.0,,,,,,,,,,,,,,,,,,Cold Brew Coffee Concentrate
"Maxwell House International Vanilla Caramel Latte Cafe Style Beverage Mix, 8.7 oz. Canister",43000004890,,,,3.38,0.0,23.1,61.5,462.0,462.0,,,,,,,692.0,,,,,,,,,,,,38.5,0.0,19.2,,,,Beverage Mix
"The Original Donut Shop, Coconut Mocha Medium Roast K-Cup Coffee Pods, 24 Count",99555062489,,,0.34 oz,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers Decaf Coffee, Ground Coffee, Classic Medium Roast, 9.6 Ounce Canister",25500304021,,,24 oz/1.5 lbs/680 g,5.92,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Decaf Coffee
"Folgers Black Silk Ground Coffee, Smooth Dark Roast Coffee, 9.6 Ounce Canister",25500304250,,,,6.24,2.06,1.44,10.3,62.0,62.0,0.0,123.0,0.0,0.0,,132.0,41.0,0.37,123.0,,,,0.0,,,,,,9.47,0.0,0.206,,0.37,,Ground Coffee
"Starbucks, Maple Pecan Light Roast K-Cup Coffee Pods, 22 Count",762111405104,,,,15.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Maxwell House International Hazelnut Cafe Beverage Mix, 9 oz. Canister",43000004876,,,,3.38,0.0,23.1,61.5,462.0,462.0,,,,,,,692.0,,,,,,,,,,,,38.5,0.0,19.2,,,,Beverage Mix
"Folgers Classic Roast Instant Coffee, 3-Ounce",25500200835,,,,3.64,12.2,0.5,75.4,353.0,353.0,0.0,141.0,4.41,327.0,303.0,3540.0,37.0,0.35,,0.0,,,0.0,,28.2,1.9,0.0,102.0,0.0,,0.197,0.029,0.0,,Instant Coffee
"Maxwell House Light Roast Breakfast Blend Coffee K-Cup Pods, 24 ct Box",43000080603,,,,11.28,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Pop & Bottle Vanilla Oat Milk Latte + Collagen, Organic, Shelf-Stable/ Ambient, 8 fl oz",850005100010,248.0,ml,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oat Milk Latte
"Folgers Black Silk Ground Coffee, Smooth Dark Roast Coffee, 22.6Ounce Canister",25500304397,,,,9.98,2.06,1.44,10.3,62.0,62.0,0.0,123.0,0.0,0.0,,132.0,41.0,0.37,123.0,,,,0.0,,,,,,9.47,0.0,0.206,,0.37,,Ground Coffee
"Maxwell House Iced Caramel Latte with Foam Instant Coffee Drink Mix, 5.82 oz, 6 Packets",43000092989,,,,6.97,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Instant Coffee Drink Mix
"Keurig Famous Favorites Coffee Variety Pack, Single Serve K-Cup Pods, 24 Count",611247393826,,,,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Variety Pack
"Folgers Toasty Hazelnut Artificially Flavored Coffee, Keurig K-Cups, 24 Count Box",25500774633,,,,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee
"Pop & Bottle Caramel Oat Milk Latte with Lion's Mane and Reishi, Organic, 8 fl oz",850005100263,,,,2.98,2.5,0.256,7.59,,,4.38,0.0,0.688,11.7,94.0,443.0,0.336,0.745,,,0.848,,,,1.63,,,,,,,0.0655,,,Oat Milk Latte
"Peet's Coffee Major Dickason's Blend Whole Bean Coffee, Premium Dark Roast Coffee Beans, 100% Arabica, 10.5 oz",785357023499,,,12 OZ/340 G,9.98,0.0,0.0,4.76,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Chamberlain Coffee Vanilla Latte, 12 fl oz Can  (Shelf Stable)",810070874865,,,,2.98,0.555,1.22,0.337,,,0.0,173.0,0.29,6.78,29.8,30.8,59.6,0.172,,3.32,37.1,,,,0.0744,,,,,0.0,0.104,0.0,0.338,,Vanilla Latte
"Folgers Colombian Coffee, Medium Roast Ground Coffee, 22.6 Ounce Canister",25500304458,,,40 oz,9.98,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Coffee
"McCafe Breakfast Blend Coffee K-Cup Pods, Caffeinated, 24 ct - 8.3 oz Box",43000080412,,,,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"SToK Black, Unsweetened, Medium Roast Arabica-Based Blend Cold Brew Coffee, 48 fl oz Bottle",41271027730,240.0,ml,48 fl oz/1.5 Quart/1.42 L,5.58,0.0,0.0,0.83,4.0,4.0,,6.0,,,,72.0,4.0,,,,,,,,,,,,0.0,,,,,0.0,Cold Brew Coffee
"Green Mountain Coffee Roasters, Breakfast Blend Light Roast K-Cup Coffee Pods, 48 Count",99555151701,,,,27.97,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers Classic Roast, Medium Roast Coffee, Keurig K-Cup Pods, 48 Count Box",25500108513,,,0.34 oz,25.46,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Classic Decaf Instant Coffee Crystals Packets, 6 Count",25500201702,,,150 g,1.0,13.6,0.0,90.9,455.0,455.0,,,4.55,,,3410.0,,,,,,,,,,,,,,,,,,,Instant Coffee
"International Delight Caramel Macchiato Iced Coffee, 64 Oz.",41271018271,240.0,ml,16 fl oz/1 PT/473 mL,4.58,0.0,10.0,40.0,233.0,233.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,40.0,0.0,6.67,,,,Iced Coffee
"Death Wish Coffee, Medium Roast Single-Serve Coffee Pods, 18 Count",856413007613,,,37.45 oz/1062 g,18.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,Coffee Pods
"The Original Donut Shop, White Chocolate K-Cup Coffee Pods, 24 Count",611247390351,,,,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"International Delight Mocha Iced Coffee, 64 Oz.",41271004953,240.0,ml,,4.58,1.58,0.91,8.95,50.0,50.0,0.0,60.0,0.02,22.0,55.0,104.0,35.0,0.26,,0.02,,,0.1,,0.889,0.1,0.0,9.0,7.99,,0.531,0.03,0.26,,Iced Coffee
"Folgers Classic Roast, Medium Roast Coffee, Keurig K-Cup, 12 Count Box",25500202129,,,0.34 oz,7.98,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee
"Folgers Buttery Caramel Artificially Flavored Coffee, Keurig K-Cup Pods, 24 Count Box",25500774619,,,,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Great Value Classic Roast Ground Coffee Pods, 0.31 oz, 48 Count",78742373577,,,,14.92,22.6,45.2,29.0,613.0,613.0,9.7,258.0,3.48,,,548.0,0.0,,0.0,,,,0.0,,,,,,16.1,0.0,6.45,,,,Coffee Pods
"Folgers Classic Decaf Instant Coffee Crystals, 8 Ounce Easy-Open Flip-Top Jar",25500000886,,,150 g,7.48,13.6,0.0,90.9,455.0,455.0,,,4.55,,,3410.0,,,,,,,,,,,,,,,,,,,Instant Coffee
"Death Wish Coffee, Organic and Fair Trade Dark Roast Ground Coffee, 16 oz",851552005025,,,8 fl oz,17.48,2.5,1.25,12.9,71.0,71.0,0.0,88.0,0.08,,,158.0,112.0,,,,,,,,,,,,12.1,0.0,1.04,,,8.3,Ground Coffee
"Folgers Colombian Decaffeinated Coffee, Medium Roast, Keurig K-Cup Brewers, 24 Count Box",25500774602,,,0.33 oz/9.4 g,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Decaffeinated Coffee
"International Delight Vanilla Iced Coffee, 64 Oz.",41271004922,240.0,ml,32 fl oz/1 Quart/946 mL,4.58,0.0,10.0,33.3,233.0,233.0,0.0,0.0,0.0,,,0.0,67.0,,,,0.0,,,,,,,,33.3,0.0,3.33,,,33.3,Iced Coffee
"Death Wish Coffee, Dark Roast Single-Serve Coffee Pods, 18 Count",856413007132,,,37.45 oz/1062 g,17.97,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,Coffee Pods
"1850 Expedition Pioneer Blend, Medium Roast Coffee, Keurig K-Cup Pods, 24 Count Box",25500204369,,,0.34 oz,13.26,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"1850 Black Gold, Dark Roast Coffee, K-Cup Pods for Keurig Brewers, 24-Count",25500204345,,,0.34 oz,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"McCafe Light Roast Breakfast Blend Ground Coffee, Caffeinated, 12 oz Bag",43000055335,,,,6.97,0.3,0.0,0.17,2.0,2.0,0.0,2.0,0.02,4.0,3.0,50.0,1.0,0.02,0.0,0.0,0.0,,0.0,,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ground Coffee
"Folgers French Vanilla Artificially Flavored Coffee, Mild Roast, Keurig K-Cup Pods, 24 Count Box",25500774626,,,,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers Colombian Coffee, Medium Roast, Keurig K-Cup Brewers, 24 Count Box",25500774596,,,0.33 oz/9.4 g,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee
"Folgers Breakfast Blend, Mild Roast Coffee, Keurig K-Cup Pods, 24 Count Box",25500934518,,,,13.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Green Mountain Coffee Roasters Nantucket Blend Keurig Single-Serve K-Cup Pods, Medium Roast Coffee, 48 Count",611247364741,,,0.34 oz,27.97,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"McCafe Premium Roast, Medium Roast, Ground Coffee, 12 oz",43000055359,,,10 OZ/284 G,6.97,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Folgers Black Silk, Dark Roast Coffee, Keurig K-Cup Pods, 48 Count Box",25500108537,,,0.34 oz,25.46,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"SToK Black, Sweetened, Dark Roast Not Too Sweet Arabica-Based Blend Cold Brew Coffee, 48 fl oz Bottle",41271027747,240.0,ml,48 fl oz,5.58,0.28,0.0,4.17,19.0,19.0,0.0,0.0,0.0,,,81.0,3.0,,,,,,,,,,,,3.33,0.0,0.0,,,3.3,Cold Brew Coffee
"Green Mountain Coffee Roasters, Decaf Breakfast Blend Light Roast K-Cup Coffee Pods, 24 Count",99555075229,,,0.33 oz,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Green Mountain Coffee Roasters Half Caff Coffee, Keurig Single-Serve K-Cup pods, Medium Roast, 24 Count",99555069990,,,0.34 oz,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers 1/2 Caff Coffee, Medium Roast Coffee, Keurig K-Cup Pods, 24 Count Box",25500204789,,,,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Pods
"Folgers Classic Roast Instant Coffee Crystals, 8-Ounce Jar",25500000343,,,,6.48,12.2,0.5,75.4,353.0,353.0,0.0,141.0,4.41,327.0,303.0,3540.0,37.0,0.35,,0.0,,,0.0,,28.2,1.9,0.0,102.0,0.0,,0.197,0.029,0.0,,Instant Coffee
"Krispy Kreme Classic Coffee, Keurig Single Serve K-Cup Pods, Medium Roast, 24 Count",99555061109,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Black Silk Coffee K-Cup Pods, Dark Roast Coffee, 24 Count",25500774572,,,,13.26,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Green Mountain Coffee Roasters, Caramel Vanilla Cream Flavored K-Cup Coffee Pods, 24 Count",99555067002,,,,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"The Original Donut Shop Dark Coffee, Keurig Single-Serve K-Cup Pods, Dark Roast, 24 Count",611247373989,,,0.34 oz,14.92,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"The Original Donut Shop Duos Nutty + Caramel Keurig Single-Serve K-Cup Pods, Medium Roast Coffee, 24 Count",611247374764,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
