Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
"Liquid I.V. Hydration Multiplier + Energy Electrolyte Powder Packet Drink Mix, Mango Tamarind, 6 Ct",2037061335,850039286544,,,8.46 oz/240 g,9.98,0,0,68.8,281,281,0,0,0,,,2380,3190,,,,0,,475,,142,,,,68.8,0,0,14.2,,68.8
"Nestle Nesquik Chocolate Caramel Swirl Flavor Powdered Drink Mix, 18.5 oz, Can",591202690,28000254629,,,,5.58,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"(10 Packets) True Lemon Strawberry Lemonade Stevia Sweetened, On-The-Go, Caffeine Free Powdered Drink Mix",506935664,810979007371,3,g,0.54 oz/15.6 g,2.48,0,0,76.9,192,192,,,,,,,2500,,,,,,,,,,,,0,,,,,
"Crystal Light Fruit Punch Sugar Free Drink Mix Singles Caffeine Free, 10 ct On-the-Go-Packets",10292237,43000011171,nan,nan,0.9 oz/25.5 g,2.48,0,0,76.9,192,192,,1150,,,,,769,,,,,,,,,,,,0,,,,,
"Jet-Puffed Mini Marshmallows, 1 lb Bag",10293831,600699660761,nan,nan,,2.12,3.03,0,81.8,333,333,,,,,,,106,,,,,,,,,,,,60.6,,,,,
"Crystal Light Raspberry Lemonade Sugar Free Drink Mix Singles Caffeine Free, 10 ct On-the-Go-Packets",10292239,43000011201,nan,nan,3.2 oz/90 g,2.48,0,0,66.7,167,167,,,,,,,1500,,,,,,,,,,,,0,,,,,
"Nestle Hot Cocoa Rich Milk Chocolate Flavored Mix Powder, 6.829 oz, 8 Count Box",903778971,50000495900,,,,1.72,3,15,75,,,4,100,1.8,,,0,850,,11,,,,0,,,,,,60,0.25,10,,,
"Crystal Light Fruit Punch Sugar Free Drink Mix Caffeine Free, 6 ct Pitcher Packets",10402746,43000011348,nan,nan,0.9 oz/25.5 g,2.58,0,0,76.9,192,192,,1150,,,,,769,,,,,,,,,,,,0,,,,,
"Great Value Milk Chocolate Hot Cocoa Mix, 0.52 Oz, 12 Count, Single Serve Cups",904090363,78742354774,15,g,6.35 OZ/180 g,4.47,6.67,20,60,467,467,6.7,87,6.67,,,967,1130,,,,0,,,,,,,,26.7,0,16.7,,,26.7
"Crystal Light Wild Strawberry Sugar Free Drink Mix Singles with Caffeine, 10 ct On-the-Go-Packets",10292291,43000017296,nan,nan,1.1 oz/32 g,2.48,0,0,93.8,312,312,,,,,,,0,,,,,,,,125,,,,0,,,13.4,37.5,
"Gevalia French Roast Ground Coffee, 12 oz. Bag",19477392,43000043004,,,,6.98,2.5,19.2,74.6,481,481,1.4,12,0.33,,203,546,399,,0,,,,0,,,,,,54.3,,4.6,,,
"Crystal Light Lemonade Sugar Free Drink Mix Singles Caffeine Free, 10 ct On-the-Go-Packets",10402770,43000945025,nan,nan,3.2 oz/90 g,2.48,0,0,66.7,167,167,,,,,,,1500,,,,,,,,,,,,0,,,,,
"Great Value Mini Marshmallows Value Size, 16 oz",236923696,78742242019,,,,1.64,0,0,56,240,240,0,0,0,,,96,0,,0,,,,18,,,,,,56,0,0,,,
"Gevalia Medium Roast Columbia Arabica Ground Coffee, 12 oz. Bag",19477401,43000043011,,,30 OZ/850 g,6.98,0,0,0,0,0,,,,,,647,0,,,,,,,,,,,,,,,,,
"Skittles Zero Sugar Variety Pack Singles-to-Go Powdered Drink Mix, Tropical, 30 Count Packets",969596580,72392329304,,,0.6 oz/16.2 g,4.78,0,0,74.1,370,370,,,,,,,370,74.1,,,,,3330,,,,,,0,,,,,
"Great Value Milk Chocolate Hot Cocoa Drink Mix with Marshmallows, 27 oz Canister",865458242,78742359250,36,g,,4.24,2.8,15,75,400,400,3.7,80,1.8,,,,800,,10,,,,0,,,,,,65,0.23,15,,,
"Gevalia Signature Blend Coffee K-Cup Coffee Pods, 24 ct Box",410318813,43000080344,,,,13.88,0,0,0,0,0,,,,,,1950,0,,,,,,,,,,,,,,,,,
True Lemon Original Lemonade Powdered Drink Mix - 10 Sticks,34730043,810979001188,3,g,2.45 oz/70 g,2.48,0,0,100,300,300,,,,,,,0,,,,,,240,,,,,,80,,,,,
"Caf Bustelo, Espresso Style Dark Roast Ground Coffee, 10 oz. Can",10543894,74471000500,,,8.75 oz,5.37,0,0.4,0.4,4,4,0,2,0,,,3,1,,,,,,,,,,,,0.4,0,0,,,0
"Gevalia House Blend Ground Coffee, 12 oz. Bag",19477394,43000042991,,,24 oz/1.5 lbs/680 g,6.98,0,0,0,0,0,,,,,,647,0,,,,,,,,,,,,,,,,,
"Nesltle Nesquik Chocolate Flavor Powder Drink Mix, 10 oz, Can",414852763,28000537838,15,g,,3.74,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"Caf Bustelo, Espresso Style Dark Roast Ground Coffee, Vacuum-Packed 10 oz. Brick",10543909,74471017201,,,8.75 oz,4,0,0.4,0.4,4,4,0,2,0,,,3,1,,,,,,,,,,,,0.4,0,0,,,0
"Liquid I.V. Hydration Multiplier Electrolyte Powder Packet Drink Mix, Lemon Lime, 6 Ct",554372925,863737000169,16,g,160 g/5.65 oz,8.98,0,0,75,312,312,0,0,0,,250,2310,3120,,0,,,,412,,138,,,,68.8,0,0,13.8,41.2,
Nesquik Chocolate Powder Drink Mix 20.1 oz,835501154,28000428433,15,g,,5.68,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"Caf Bustelo Sweet & Creamy Caf con Leche Coffee Drink, Keurig K-Cup Pods, 24 Count Box",889452751,74471018949,nan,nan,0.44 oz,14.42,7.69,23.1,53.8,462,462,7.7,54,0,,,708,962,,,,0,,,,,,,,15.4,0,23.1,,,15.4
"Great Value Strawberry Watermelon Drink Mix, 0.11 oz, 10 count",23554740,78742025384,1.5,g,,2.24,0,0,88.9,333,333,0,0,0,,,333,889,,0,,,,0,,,,,,66.7,0,0,,,
"Gevalia Dark Royal Roast Coffee K-Cup Coffee Pods, 24 ct Box",961951341,43000080320,,,,13.88,0,0,0,0,0,,,,,,1950,0,,,,,,,,,,,,,,,,,
"Nestle Nesquik Chocolate Flavor Powder Drink Mix Canister, 38 oz, Can",612927215,28000514037,15,g,,8.98,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"Caf Bustelo Espresso Style, Dark Roast Coffee, Keurig K-Cup Pods, 48 Count Box",646255400,74471018956,,,4.44 oz/126 g,25.46,7.69,23.1,53.8,462,462,7.7,54,0,,,708,962,,,,,,,,,,,,15.4,0,23.1,,,15.4
"Crystal Light Grape Sugar Free Drink Mix Singles with Caffeine, 10 ct On-the-Go-Packets",17248117,43000041918,nan,nan,0.37 oz/10.4 g,2.48,0,0,95.2,238,238,,1950,,,,,1190,,,,,,,,,,,,0,,,,,0
"Nestle Nesquik Strawberry Flavor Powder Drink Mix, 9.38 oz",714293598,28000453879,14,g,,3.74,0.1,0.2,99.1,389,389,0,4,0.44,1,5,6,38,0,0,0,0,,0.3,,0.073,0,0,0.1,95.4,,0,0.002,0,
"Caf Bustelo Espresso Style, Dark Roast Coffee, Keurig K-Cup Pods, 24 Count Box",946027892,74471289967,,,4.44 oz/126 g,13.26,7.69,23.1,53.8,462,462,7.7,54,0,,,708,962,,,,,,,,,,,,15.4,0,23.1,,,15.4
"Gevalia Colombian Coffee K-Cup Pods, 24 ct Box",484328527,43000080337,,,,13.88,0,0,0,0,0,,,,,,1950,0,,,,,,,,,,,,,,,,,
"Land O Lakes Chocolate Supreme Hot Cocoa Mix, 1.25 oz. Packet",10849286,878326000017,35,g,,0.72,8.57,8.57,74.3,400,400,2.9,286,2.06,,,,743,,,,,,,,,,,,68.6,,7.14,,,
"Caf Bustelo Espresso Ground Coffee, Dark Roast, 22oz",397574595,74471100521,,,8.75 oz,9.94,0,0.4,0.4,4,4,0,2,0,,,3,1,,,,,,,,,,,,0.4,0,0,,,0
"Crystal Light Lemonade Sugar Free Drink Mix Caffeine Free, 6 ct Pitcher Packets",10292766,43000950654,nan,nan,3.2 oz/90 g,2.58,0,0,66.7,167,167,,,,,,,1500,,,,,,,,,,,,0,,,,,
"Swiss Miss Hot Cocoa Mix with Lucky Charms Marshmallows, 6 Dual Packets",856381586,70920050126,43,g,6 ONZ,2.68,5.71,8.57,82.9,429,429,5.7,57,3.09,,,1030,400,,0,,0,,0,,,,,,60,0,7.14,,,
"Great Value Sugar-Free Lemonade Drink Mix, 0.14 Oz., 10 Count",10415657,78742114743,2,g,,2.24,0,0,56,240,240,0,0,0,,,96,0,,0,,,,18,,,,,,56,0,0,,,
Land O Lakes Cocoa Classics French Vanilla & Chocolate Hot Cocoa Mix 1.25 oz. Packet,10849288,878326000055,35,g,,0.72,8.57,8.57,74.3,400,400,2.9,286,2.06,,,,743,,,,,,,,,,,,68.6,,7.14,,,
"Land O Lakes Cocoa Classics Mint & Chocolate Hot Cocoa Mix, 1.25 oz. Packet",10849287,878326000024,35,g,6.25 oz/177 g,0.72,8.57,8.57,74.3,400,400,2.9,286,2.06,,,,771,,0,,,,0,,,,,,68.6,0,5.71,,,
"Land O Lakes Cocoa Classics Raspberry and Chocolate Hot Cocoa Mix, 1.25 oz Packet",21469774,878326000048,35,g,,0.72,8.57,8.57,74.3,400,400,2.9,286,2.06,,,,743,,,,,,,,,,,,68.6,,7.14,,,
"Hershey's Natural Unsweetened Cocoa Powder, Can 8 oz",21092535,34000052004,nan,nan,,4.44,20,10,60,410,410,20,0,36,,,,0,,0,,,,0,,,,,,0,,0,,,
"Crystal Light Sweet Tea Sugar Free Drink Mix, 6 ct Pitcher Packets",35055857,43000059531,nan,nan,,2.58,0,0,62.5,312,312,,,,,,,0,,,,,,,,,,,,0,,,,,
"Liquid I.V. Hydration Multiplier Electrolyte Powder Packet Drink Mix, Tropical Punch, 6 Ct",843099695,850021474478,,,0.56 oz/16 g,8.98,0,0,75,281,281,0,0,0,,,2310,3120,,,,0,,456,,142,,,,68.8,0,0,14.2,42.6,68.8
"Super Coffee Vanilla Latte Iced Coffee Bottle, 12 fl oz",661865853,865891000146,360,ml,,2.98,1.75,1.01,2.81,27,27,0,66,0.02,20,54,102,23,0.23,,0.02,,,0.1,,0.964,0.1,0,9.8,2.51,,0.587,0.032,0.28,
"Starbucks Classic Hot Cocoa, 6-count Carton",990183315,54467600167,,,,5.92,3,15,75,,,4,100,1.8,,,0,850,,11,,,,0,,,,,,60,0.25,10,,,
"Land of Lakes Cocoa Classics Caramel & Chocolate Hot Cocoa Mix, 1.25 oz. Packet",29236237,878326000031,35,g,,0.72,8.57,8.57,74.3,400,400,2.9,286,2.06,,,,743,,,,,,,,,,,,68.6,,7.14,,,
"Soylent Protein Nutrition Shake, Creamy Chocolate, 11 fl oz, 4 Count",333195353,858369006504,330,ml,1.6 Quart,9.98,6.19,0.95,2.62,36,36,0.2,167,0.13,,,71,69,,0,,,,0,,,,,,0.24,0,0.12,,,
"Nestle Milo Active Go Chocolate Malt Powder Drink Mix, 14.1 oz",10804319,28000369712,23,g,,4.98,5.1,4.76,86.9,,,4.8,60,2.28,70,175,618,190,0.8,117,0.17,0,,1.5,,2,2.5,18,27.2,66.7,,2.38,0.156,0.42,
"Super Coffee Mocha Latte Iced Coffee Bottle, 12 fl oz",800449091,865891000153,360,ml,,2.98,1.75,1.01,2.81,27,27,0,66,0.02,20,54,102,23,0.23,,0.02,,,0.1,,0.964,0.1,0,9.8,2.51,,0.587,0.032,0.28,
"Crystal Light Peach Mango Green Tea Sugar Free Drink Mix Singles, 10 ct On-the-Go-Packets",10292305,43000022221,nan,nan,0.8 oz/24 g,2.48,0,0,83.3,417,417,,,,,,,208,,733000,,,167,875,,,,,,0,,,,,
"Nestle Abuelita Mexican Hot Chocolate Tablets, 19 oz, Box",10804308,28000157852,23,g,,3.97,0,0,67.2,269,269,0,0,0,40,58,122,150,0.55,0,0.01,0,,0,,0.173,0.2,0,0.9,60,,0,0.009,0,
"Premier Protein Shake, Chocolate, 30g Protein, 11 fl oz, 4 Ct",45152391,643843714484,330,ml,11.16 FL OZ/330 mL,8.97,9.09,0.3,3.33,55,55,0.6,197,0.12,,,179,91,,3270,,73,1,4.2,,,,,,2.73,,,,,2.7
"Great Value Sugar-Free Cherry Drink Mix, 0.78 oz, 10 Count",10533991,78742077543,1.1,g,,2.24,0.25,0.08,0.7,4,4,0,13,0.02,3,0,3,68,0,,0,,,0,,8.42,0,0,0,0,,0,1.41,2.24,
"Equate Meal Replacement Shake, Creamy Milk Chocolate, 11 fl oz, 12 Ct",17324971,78742456140,325,ml,11 fl oz/325 mL,13.98,6.15,2.77,1.23,55,55,0.6,123,0.83,43,123,185,80,0.69,538,,43,,18.5,,2.15,6.2,,,0.62,0,0.46,0.185,0.55,
"Equate High Performance Protein Shake, Chocolate, 11 fl oz, 12 Ct",14893015,681131015806,325,ml,44 FL OZ/1.3 L,20.98,9.23,0.92,1.54,49,49,0.9,200,1.38,32,194,138,86,0.86,2830,,62,1,7.1,,1.23,9.2,18,,0.31,0,0.31,0.132,0.18,
"Land O Lakes Cocoa Classics Arctic White Hot Cocoa Mix, 1.25 oz. Packet",21469775,878326000079,35,g,6.25 oz/177 g,0.72,5.71,17.1,74.3,457,457,0,114,1.03,,,,514,,0,,,,0,,,,,,54.3,0,14.3,,,
"BODYARMOR Sports Drink, Blue Raspberry, 12 Fl. Oz., 8 count",964165649,850009942036,,,12 fl oz,6.98,0,0,12.8,47,47,,,,,,,17,,,,,,,,,,,,12.8,,,,,12.8
"Crystal Light Lemon Iced Tea Sugar Free Drink Mix Singles, 10 ct On-the-Go-Packets",10292693,43000945117,nan,nan,0.70 oz/19.8 g,2.48,0,0,101,253,253,,,,,,,0,,,,,,,,,,,,0,,,,,
Ovaltine Chocolate Malt Powdered Drink Mix for Hot and Cold Milk Canister 12 oz,15580508,751746033615,11,g,,4.33,0,0,93,372,372,0,909,16.4,218,0,0,530,13.6,4550,12.3,364,,54.5,,18.2,0,0,0,72.7,0,0,1.82,0,
"Great Value Fruit Punch Drink Mix, 0.07 Oz, 10 Ct",10415409,78742274874,1.1,g,29 oz/822 g,2.24,0,0,100,412,412,,118,,,,,0,,,,,,35.3,,,,,,94.1,,,,,
"BODYARMOR Sports Drink Mamba Forever, 12 fl oz, 8 Pack",802550157,850009942630,,,16 fl oz,6.98,0,0,8.46,34,34,,,,,,,63,,,,,,,,3.38,,,,8.46,,,0.359,0.51,8.5
"Nestle Carnation Chocolate Malted Milk Powder Mix, 13 oz, Can",10291983,50000634125,21,g,,4.33,19.9,1.4,66.2,353,353,0.4,285,12.8,228,427,947,385,8.55,,9.37,,,76.9,,14.2,90,285,148,65.8,,0.56,1.14,1.71,
"Kool-Aid Unsweetened Blue Raspberry Lemonade Artificially Flavored Powdered Drink Mix, 0.22 oz. Packet",19757603,43000955475,nan,nan,,0.3,0,0,0,0,0,,,,,,,1670,,,,,,1000,,,,,,,,,,,
"Hershey's Special Dark Dutched Cocoa Powder, Can 8 oz",10311958,34000053001,nan,nan,8 oz/226 g,4.44,20,10,60,200,200,20,0,36,,,,1100,,0,,,,0,,,,,,0,0,0,,,
Ensure Original Vanilla Nutrition Shake | 16 Pack,12166807,70074534329,240,ml,,27.37,3.8,2.53,16.9,105,105,0,127,1.9,42,105,156,84,1.58,,1.42,,,12.7,,2.11,8.4,42,32.4,9.7,,0.422,0.211,0.63,
"Starbucks Marshmallow Hot Cocoa, 6-count Carton",762244944,54467600211,,,,5.92,2.8,15,75,400,400,3.7,80,1.8,,,,800,,10,,,,0,,,,,,65,0.23,15,,,
"Nido Fortificada Powdered Drink Mix Dry Whole Milk Powder with Vitamins and Minerals, 12.6 oz",10801067,28000033170,30,g,28.1 oz/1.76 lbs/800 g,6.58,23.3,30,36.7,533,533,0,1000,18,,,,350,10,3330,,333,,40,,,,,,36.7,0,16.7,,,
Ensure Original Strawberry Nutrition Shake | 16 Pack,38344814,70074633893,240,ml,,27.37,3.8,2.53,16.9,105,105,0,127,1.9,42,105,156,84,1.58,,1.42,,,12.7,,2.11,8.4,42,32.4,9.7,,0.422,0.211,0.63,
"Starbucks Arabica Beans Sumatra, Dark Roast, Ground Coffee, 18 oz",350989857,762111287854,,,12 oz/355 mL,12.48,0,0.42,1.11,8,8,,,,,,,0,,,,,,,,,,,,,0,0,,,
"Nesquik Strawberry Flavored Syrup for Milk or Ice Cream, 22 oz",10291383,28000244606,20,g,,2.54,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"Starbucks Pike Place Roast, Medium Roast Keurig K-Cup Coffee Pods, 22 Count",223363767,762111301826,,,0.34 oz,16.98,0,,0,0,0,,,,,,1850,0,,,,,,,,,,,,,0,,,,
"BODYARMOR Sports Drink, Strawberry Banana, 12 Fl. Oz., 8 count",608336571,858176002829,355,ml,12 fl oz,6.98,0,0,12.8,47,47,,,,,,,17,,,,,,,,,,,,12.8,,,,,12.8
"The Original Donut Shop Regular Keurig Single-Serve K-Cup Pods, Medium Roast Coffee, 48 Count",50159030,99555151541,,,0.34 oz,27.97,0,,0,0,0,,,,,,1850,0,,,,,,,,,,,,,0,,,,
"Nestle Nesquik Strawberry Flavor Powder Drink Mix, 35.5 oz",556623293,28000106102,14,g,,8.98,0.1,0.2,99.1,389,389,0,4,0.44,1,5,6,38,0,0,0,0,,0.3,,0.073,0,0,0.1,95.4,,0,0.002,0,
"Skittles Zero Sugar Variety Pack Singles-to-Go Powdered Drink Mix, Original, 30 Count Packets",183928659,72392328307,,,0.54 oz/15.4 g,4.78,0,0,80,200,200,,,,,,,0,,,,,,,,,,,,0,,,,,
"Muscle Milk Pro Advanced Nutrition Protein Shake, Knockout Chocolate, 11.16 fl oz Bottle",41868039,876063003155,330,ml,11.16 FL OZ/330 mL,9.48,9.7,0.61,2.73,52,52,1.5,158,1.09,,,194,58,0.67,2180,,85,1,,,0.97,,11,,0.3,0,0.15,0.079,0.15,
"Starbucks Premium Instant Coffee, Medium Roast, 100% Arabica Beans, 3.17 Oz",464152949,50000427024,,,11 fl oz/325 mL,8.98,0,0,0,2,2,0,0,0,,,,17,,0,,,,0,,,,,,0,0,0,,,
"Ovaltine Rich Chocolate Drink Mix Powdered Drink Mix for Hot and Cold Milk, 18 oz",54694641,751746032182,11,g,400 g,5.77,8.57,11.4,74.3,429,429,0,286,0,,,,400,,1140,,,,0,,,,,,48.6,0,7.14,,,
"Starbucks, Cinnamon Dolce Medium Roast K-Cup Coffee Pods, 22 Count",278775183,762111301987,,,0.34 oz,15.98,0,,0,0,0,,,,,,1850,0,,,,,,,,,,,,,0,,,,
"Gatorade G Zero Sugar Glacier Freeze, Powdered Thirst Quencher Drink Mix, 0.10 oz, 1 Box of 10, Flavor: Glacier Freeze",556942040,52000044577,3,g,1.72 oz/49 g,3.48,0,0,55.6,0,0,,,,,,2220,7780,,,,,,,,,,,,0,,,,,
"Muscle Milk Genuine Protein Shake, Chocolate, 11 fl oz Carton, 4 Pk",13308433,180530000814,330,ml,,7.98,5.87,2.17,2.28,52,52,0.2,69,1.3,20,101,198,95,1.05,,0.83,,,27.6,,1.42,0,33,0,0.78,,0.362,0.224,0.69,
"Starbucks Frappuccino Caramel Iced Coffee, 9.5 oz, 4 Pack Bottles",11961000,12000103681,285,ml,,7.48,2.11,1.05,11.6,63,63,0,70,0,,,,33,,0,,,,0,,,,,,10.9,0,0.7,,,
"Green Mountain Coffee Breakfast Blend K-Cup Pods, Light Roast, 24 Count for Keurig Brewers",55511365,99555065206,,,,14.92,0,0,0,0,0,,,,,,1950,0,,,,,,,,,,,,,,,,,
"Nesquik Chocolate Flavored Syrup for Milk or Ice Cream, 22 oz",10291384,28000245009,20,g,,2.54,3.46,1.11,10.2,64,64,0.1,129,0.23,13,96,172,65,0.43,,0,,,0.4,,0.124,0.1,0,17,9.94,,0.616,0.047,0.23,
"BODYARMOR Sports Drink, Fruit Punch, 12 Fl. Oz., 8 count",850562562,858176002805,,,12 fl oz,6.98,0,0,12.8,47,47,,,,,,,17,,,,,,,,,,,,12.8,,,,,12.8
"Kool-Aid Unsweetened Lemonade Naturally Flavored Powdered Soft Drink Mix, 0.23 oz Packet",10292782,43000955697,nan,nan,,0.3,0,0,0,0,0,,,,,,,1670,,,,,,1000,,,,,,,,,,,
"Starbucks Frappuccino Vanilla Chilled Coffee Drink, 9.5 fl oz, 4 count",11964579,12000101144,285,ml,,7.48,2.19,1.09,12.9,71,71,0,85,0.09,,,,39,,0,,,,0,,,,,,11.2,0,0.73,,,
"Great Value Caramel Pecan Medium Roast Coffee Pods, 12 Count",899757912,78742373584,,,7.62 oz/216 g,4.63,8.33,4.17,0,42,42,,,,,,1550,375,,,,,,,,,,,,,,4.17,41.7,2000,
"Muscle Milk Genuine Protein Shake, Vanilla Creme, 11 fl oz Carton, 4 Pk",13308435,180530000821,330,ml,1.94 oz/55 g,7.98,45.4,16.4,27.3,436,436,5.5,909,8.18,182,636,600,227,6.82,2270,,182,,27.3,,9.09,,,,5.45,0,5.45,0.909,2.73,
"Nestle Carnation Original Malted Milk Powder Mix, 13 oz",10291966,50000600120,21,g,,4.33,19.9,1.4,66.2,353,353,0.4,285,12.8,228,427,947,385,8.55,,9.37,,,76.9,,14.2,90,285,148,65.8,,0.56,1.14,1.71,
"Starbucks Frappuccino Mocha Iced Coffee, 9.5 oz, 4 Pack Bottles",11964578,12000100925,285,ml,,7.48,2.11,1.05,11.6,63,63,0,70,0,,,,33,,0,,,,0,,,,,,10.9,0,0.7,,,
"Green Mountain Coffee Roasters Dark Magic Coffee, Keurig Single-Serve K-Cup pods, Dark Roast, 24 Count",124797647,99555040616,,,0.34 oz,11.99,0,0,0,0,0,,,,,,1850,0,,,,,,,,,,,,,,,,,
"Great Value Wild Strawberry Drink Mix, 10 Ct",11303905,78742077413,1.6,g,,2.42,0,0,88.9,333,333,0,0,0,,,333,889,,0,,,,0,,,,,,66.7,0,0,,,
"Great Value Classic Roast Ground Coffee Pods, 0.31 oz, 12 Count",990225580,78742373553,,,340 GRM,4.47,2.5,0,77.5,300,300,5,50,1.75,,,750,25,,,,,,,,,,,,65,0,0,,,0
"Starbucks Iced Espresso Caramel Macchiato Premium Iced Coffee Drink, 40 oz Bottle",49769654,48500201299,240,ml,8 fl oz,5.98,2.5,1.25,7.92,54,54,0,83,0,,,267,46,,,,,,0,,,,,,7.08,0,1.04,,,
"BODYARMOR LYTE Sports Drink, Peach Mango, 12 Fl. Oz., 8 count",680619211,858176002799,355,ml,16 fl oz/473 mL,6.98,0,0,4.23,8,8,,,,14,,148,8,2.22,1060,,,,12.7,,8.46,,,,1.27,,,0.846,2.54,
"BOOST Original, Nutritional Drink, Rich Chocolate, 10g Protein, 24 - 8 fl oz Bottles",37402611,41679675014,237,ml,,33.38,4.22,1.69,17.3,101,101,1.3,127,1.9,42,127,245,63,1.9,,5.7,,,25.3,,1.69,16.9,42,1.6,8.44,,0.422,0.295,0.89,
"Starbucks Frappuccino Mocha Chilled Coffee Drink, 9.5 oz Glass Bottles, 12 count",42391045,12000100826,nan,nan,,21.98,2.11,1.05,11.6,63,63,0,70,0,,,,33,,0,,,,0,,,,,,10.9,0,0.7,,,
"Starbucks K-Cup Coffee Pods, Pumpkin Spice Naturally Flavored Coffee for Keurig Brewers, 100% Arabica, Limited Edition, 1 Box (22 Pods)",621982555,762111372321,,,3.31 oz/94 g,15.98,0,0,0,0,0,0,0,0,,,1950,0,,,,0,,,,,,,,0,0,0,,,
"Propel Powder Packets with Electrolytes, Vitamins and No Sugar, Kiwi Strawberry, 0.08 oz, 10 Packets",52657998,52000010886,2.4,g,102 g,3.48,0,0,70.6,294,294,,,,,,2180,3820,,,,,,,,,,,,70.6,,,,,70.6
"Nestle Abuelita Authentic Mexican Hot Chocolate Granulated Mix, 11.287 oz, Resealable Bag",33784568,28000299781,20,g,,3.98,3,15,75,,,4,100,1.8,,,0,850,,11,,,,0,,,,,,60,0.25,10,,,
"Muscle Milk Genuine Protein Shake Strawberries 'n Crme, 11 fl oz Carton, 4 Pk",14122711,180530000890,330,ml,4.94 LB/2.24 kg,7.98,45.7,12.9,30,400,400,1.4,843,0.57,300,629,400,200,,18300,,400,,45.7,,,,,,4.29,0,4.29,,,1.4
"Peet's Coffee Major Dickason's Blend Ground Coffee, Premium Dark Roast, 100% Arabica, 10.5 oz",933717991,785357023505,,,10 OZ/284 G,9.98,9.09,0,9.09,45,45,9.1,,,,,1690,409,,,,,,,,,,,,0,,,45.5,2180,
"Starbucks Iced Espresso Vanilla Latte Iced Coffee Drink, 40 oz Bottle",49769655,48500201312,240,ml,,5.98,1.75,1.01,2.81,27,27,0,66,0.02,20,54,102,23,0.23,,0.02,,,0.1,,0.964,0.1,0,9.8,2.51,,0.587,0.032,0.28,
"Great Value Sugar-Free Energy Acai Blueberry Drink Mix, 0.88 oz, 10 Count",17056894,78742073606,1.25,g,,2.42,0.25,0.08,0.7,4,4,0,13,0.02,3,0,3,68,0,,0,,,0,,8.42,0,0,0,0,,0,1.41,2.24,
"BODYARMOR Sports Drink, Orange Mango, 12 Fl. Oz., 8 count",989667054,858176002812,355,ml,12 fl oz,6.98,0,0,12.8,47,47,,,,,,,17,,,,,,,,,,,,12.8,,,,,12.8
"Starbucks Arabica Beans Espresso Roast, Dark Roast, Ground Coffee, 18 oz",825347810,762111464187,,,24 oz/1.5 lbs/680 g,12.48,0,0,0,0,0,,,,,,647,0,,,,,,,,,,,,,,,,,
"Starbucks Arabica Beans Espresso Roast, Dark Roast, Whole Bean Coffee, 18 oz",914018762,762111287823,,,12 OZ/340 G,12.48,0,0,4.76,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
"Eight O'Clock The Original Medium Roast Whole Bean Coffee, 32 Oz, Bag",1190453776,11141101129,,,45 oz/1.28 kg,14.54,0,0,0,0,0,,,,,,647,0,,,,,,,,,,,,,,,,,
"Tang Drink Powder, Orange, Vitamin C, Caffeine Free, 20 oz Jar",14089359,43000032275,nan,nan,,3.64,0,0.07,12.3,49,49,0,5,0.04,2,1,18,3,0.02,8,0.02,0,,57.3,,0.011,0,0,0.5,11,0,0.002,0,0,
"McCafe Premium Roast Medium Coffee K-Cup Pods, Caffeinated, 48 ct - 16.6 oz Box",608254692,43000080351,,,0.34 oz,27.97,0,,0,0,0,,,,,,1850,0,,,,,,,,,,,,,0,,,,
"Folgers Classic Roast Ground Coffee, Medium Roast Coffee, 25.9 Ounce Canister",578550306,25500304076,,,10 OZ/284 G,9.97,8.7,0,0,43,43,,,,,,1620,391,,,,,,,,,,,,,,,,,
"Eight O'Clock 100% Colombian Peaks Medium Roast Whole Bean Coffee, 30 Oz, Bag",1775262057,11141102577,,,40 oz,14.54,0,0,0,0,0,,,,,,647,0,,,,,,,,,,,,,,,,,
